head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
Stefan Jansen,has gender,male,What is the relationship between 'Stefan Jansen' and 'male'?,"1. Stefan Jansen [has gender] male; 
2. Stefan Jansen [is married to] male; 
3. Stefan Jansen [is citizen of] male.","['has gender', 'is married to', 'is citizen of']",has gender,"['False. Reason: This statement is too specific and cannot be verified based on common sense or general knowledge. People\'s genders are not typically represented in knowledge graphs as an explicit relationship like ""has gender.""', 'False. Reason: The relationship between individuals being married does not involve a gender like ""male"". Instead, it would involve another individual\'s name or a similar kind identifier.', 'False. Reason: The relationship ""is citizen of"" defines a connection between a person and a country, not a gender. In this case, ""male"" refers to a gender, not a country, so the relationship does not exist as described.']","['false', 'false', 'false']","['is male', 'has gender', 'is a man', 'belongs to gender', 'identifies as']"
Communist Party of Byelorussia,is located in,Byelorussian Soviet Socialist Republic,What is the relationship between 'Communist Party of Byelorussia' and 'Byelorussian Soviet Socialist Republic'?,"1. Communist Party of Byelorussia [is affiliated to] Byelorussian Soviet Socialist Republic; 
2. Communist Party of Byelorussia [is politician of] Byelorussian Soviet Socialist Republic; 
3. Communist Party of Byelorussia [is connected to] Byelorussian Soviet Socialist Republic; 
4. Communist Party of Byelorussia [is leader of] Byelorussian Soviet Socialist Republic; 
5. Communist Party of Byelorussia [has capital] Byelorussian Soviet Socialist Republic; 
6. Communist Party of Byelorussia [has official language] Byelorussian Soviet Socialist Republic.","['is affiliated to', 'is politician of', 'is connected to', 'is leader of', 'has capital', 'has official language']",is located in,"['True. Reason: During the time period when Byelorussia (now Belarus) was part of the Soviet Union, the Communist Party of Byelorussia was indeed affiliated with the Byelorussian Soviet Socialist Republic as the governing political party.', 'False. Reason: The Communist Party of Byelorussia is an organization or political party, not a single politician. The relationship ""is politician of"" should be between an individual and a political entity, not between a political party and a political entity.', 'True. Reason: The Communist Party of Byelorussia was closely connected to the Byelorussian Soviet Socialist Republic as the governing political party within the republic during the Soviet era.', 'False. Reason: The Communist Party of Byelorussia cannot be the leader of the Byelorussian Soviet Socialist Republic because a political party cannot hold a leadership position in a government entity. Political parties are organizations that participate in the political process by nominating candidates for office, shaping policies, and mobilizing voters, but they do not hold official leadership roles within government agencies or entities.', 'False. Reason: The Communist Party of Byelorussia does not have a physical capital like a country or an organization might have.', 'True. Reason: The Communist Party of Byelorussia would likely have the official language of the Byelorussian Soviet Socialist Republic since the party would operate within the political and cultural context of the republic which includes the language.']","['true', 'false', 'true', 'false', 'false', 'true']","['is affiliated to', 'is connected to', 'has official language', 'is affiliated to', 'was born in', 'influences']"
Valeri Abramidze,plays for,FC Spartak Moscow,What is the relationship between 'Valeri Abramidze' and 'FC Spartak Moscow'?,"1. Valeri Abramidze [is affiliated to] FC Spartak Moscow;
2. Valeri Abramidze [played for] FC Spartak Moscow.","['is affiliated to', 'played for']",plays for,"['False. Reason: Valeri Abramidze is a former footballer who has never been affiliated with FC Spartak Moscow, according to publicly available information.', 'True. Reason: Valeri Abramidze is a former professional footballer who played for FC Spartak Moscow during his career.']","['false', 'true']","['is connected to', 'played for', 'is citizen of']"
Apogee Software,is located in,"Garland, Texas","What is the relationship between 'Apogee Software' and 'Garland, Texas'?","1. Apogee Software [is located in] Garland, Texas. 
2. Apogee Software [has its headquarters in] Garland, Texas.","['is located in', 'has its headquarters in']",is located in,"['True. Reason: Apogee Software is a video game company that was indeed located in Garland, Texas.', 'True. Reason: Apogee Software, a video game company, was originally based in Garland, Texas. This relationship is a known fact.']","['true', 'true']","['is located in', 'is located in']"
Lee County (Florida),is located in,Fort Myers,What is the relationship between 'Lee County (Florida)' and 'Fort Myers'?,1. Lee County (Florida) [is located in] Fort Myers; 2. Lee County (Florida) [has capital] Fort Myers; 3. Lee County (Florida) [has neighbor] Fort Myers; 4. Lee County (Florida) [participated in] Fort Myers; 5. Lee County (Florida) [has official language] Fort Myers; 6. Lee County (Florida) [has currency] Fort Myers; 7. Lee County (Florida) [has website] Fort Myers; 8. Lee County (Florida) [imports] Fort Myers; 9. Lee County (Florida) [exports] Fort Myers; 10. Lee County (Florida) [deals with] Fort Myers;,"['is located in', 'has capital', 'has neighbor', 'participated in', 'has official language', 'has currency', 'has website', 'imports', 'exports', 'deals with']",is located in,"['True. Reason: Fort Myers is the county seat of Lee County, Florida. This means that Fort Myers is where the government offices and administration for Lee County are located, making it a factual statement that Lee County is located in Fort Myers.', 'False. Reason: Lee County in Florida does not have a capital as counties do not have capital cities. The concept of a capital city typically applies to states or countries, not counties within a state.', 'True. Reason: Lee County is a county in Florida, and Fort Myers is a city located within Lee County. It is common for counties to contain cities within their borders, making Fort Myers a neighbor of Lee County within the same geographical area.', 'False. Reason: Lee County is a geographical entity located in Florida, while Fort Myers is a city within Lee County. A geographical entity cannot participate in a specific city, as participation implies an active involvement that is typically attributed to organizations or individuals.', 'False. Reason: Official languages are typically designated at the country or state level, rather than the city level. Fort Myers is a city in Lee County, Florida, but it is not common for cities to have their own official languages separate from the county or state they are located in.', ""False. Reason: Lee County, Florida, does not have its own currency. Currency is typically issued and controlled by a country's government or central bank, not by a county within that country."", 'False. Reason: Lee County, Florida is a county located in the state of Florida in the United States, and Fort Myers is a city within Lee County. Counties typically do not ""have"" websites for individual cities within their jurisdiction. Instead, cities within a county typically have their own separate websites.', 'False. Reason: Typically, entities such as counties do not directly engage in importing goods or services from cities. Rather, imports are activities typically attributed to countries, states, or businesses. Therefore, the relationship between Lee County and Fort Myers in terms of imports does not make sense in this context.', ""False. Reason: Lee County (Florida) is a county within the state of Florida, and Fort Myers is one of the cities located within Lee County. Exporting typically refers to the act of sending goods or services from one location to another, and in this case, it wouldn't make sense to say that a county exports a city within itself."", 'False. Reason: The relationship ""deals with"" between Lee County and Fort Myers does not make sense in this context. Lee County is a county in Florida, while Fort Myers is a city located within Lee County. They are geographical entities within the same jurisdiction, but it is more appropriate to say that Lee County includes or encompasses Fort Myers rather than ""deals with"" it.']","['true', 'false', 'true', 'false', 'false', 'false', 'false', 'false', 'false', 'false']","['is located in', 'has neighbor', 'is located in', 'has neighbor', 'is affiliated to', 'has won prize']"
James Norman Hall,created,The Hurricane (1937 film),What is the relationship between 'James Norman Hall' and 'The Hurricane (1937 film)'?,"1. James Norman Hall [acted in] The Hurricane (1937 film);
2. James Norman Hall [wrote music for] The Hurricane (1937 film);
3. James Norman Hall [is known for] The Hurricane (1937 film).","['acted in', 'wrote music for', 'is known for']",created,"['False. Reason: James Norman Hall was not an actor; he was a novelist and a World War I pilot. Therefore, he did not act in ""The Hurricane"" (1937 film).', 'True. Reason: James Norman Hall was an American author who co-authored the novel ""The Hurricane"" with Charles Nordhoff, upon which the 1937 film was based. However, there is no indication that he specifically wrote music for the film.', 'True. Reason: James Norman Hall is known for co-writing the novel ""The Hurricane,"" which was adapted into a film in 1937.']","['false', 'true', 'true']","['wrote music for', 'is known for', 'wrote', 'was created by', 'is affiliated to']"
Vara Municipality,is located in,Western Sweden,What is the relationship between 'Vara Municipality' and 'Western Sweden'?,1. Vara Municipality [is located in] Western Sweden.,['is located in'],is located in,['True. Reason: Vara Municipality is indeed located in Western Sweden.'],['true'],"['is located in', 'is located in', 'has neighbor']"
Herman J. Mankiewicz,has gender,male,What is the relationship between 'Herman J. Mankiewicz' and 'male'?,1. Herman J. Mankiewicz [has gender] male,['has gender'],has gender,"['True. Reason: Herman J. Mankiewicz is a male and the relationship ""has gender"" can be mapped to ""is male"" in this context, making the statement true based on common knowledge.']",['true'],"['has gender', 'has gender']"
Yohan Mollo,plays for,AS Nancy,What is the relationship between 'Yohan Mollo' and 'AS Nancy'?,"1. Yohan Mollo [played for] AS Nancy; 
2. Yohan Mollo [is connected to] AS Nancy; 
3. Yohan Mollo [has played against] AS Nancy;","['played for', 'is connected to', 'has played against']",plays for,"['False. Reason: Yohan Mollo never played for AS Nancy.', 'False. Reason: This relationship is not a common sense fact. Without additional context, it is unclear who Yohan Mollo is and how he is connected to AS Nancy.', 'True. Reason: Yohan Mollo is a professional footballer who has played for various clubs, and AS Nancy is a football club. It is common for footballers to play against different clubs, so it is plausible that Yohan Mollo has played against AS Nancy at some point in his career.']","['false', 'false', 'true']","['played for', 'is affiliated to', 'was born in']"
Rajiv Gandhi International Airport,is connected to,Kuwait International Airport,What is the relationship between 'Rajiv Gandhi International Airport' and 'Kuwait International Airport'?,"1. Rajiv Gandhi International Airport [is located in] Kuwait International Airport; 
2. Rajiv Gandhi International Airport [has website] Kuwait International Airport; 
3. Rajiv Gandhi International Airport [is connected to] Kuwait International Airport;","['is located in', 'has website', 'is connected to']",is connected to,"['False. Reason: Rajiv Gandhi International Airport is located in Hyderabad, India, while Kuwait International Airport is located in Kuwait. They are two distinct airports in different countries, so the relationship stated is inaccurate.', 'False. Reason: It is unlikely for one airport to have the website of another airport. Airport websites are usually unique to each airport and managed independently.', 'False. Reason: The two airports are not physically connected to each other. While they may have flight routes between them, this does not imply a physical connection.']","['false', 'false', 'false']","['has currency', 'has official language', 'is affiliated to', 'has neighbor']"
Sebastian Langkamp,is affiliated to,Germany national youth football team,What is the relationship between 'Sebastian Langkamp' and 'Germany national youth football team'?,"1. Sebastian Langkamp [played for] Germany national youth football team. 
2. Sebastian Langkamp [was born in] Germany national youth football team.","['played for', 'was born in']",is affiliated to,"['True. Reason: Sebastian Langkamp has played for the Germany national youth football team, which is a common-sense fact based on his professional career.', 'False. Reason: Sebastian Langkamp is a football player, and the Germany national youth football team is a team, so it does not make sense for a person to be born in a team.']","['true', 'false']","['plays for', 'is citizen of', 'is connected to']"
Zdeněk Nehoda,is affiliated to,Czechoslovakia national football team,What is the relationship between 'Zdeněk Nehoda' and 'Czechoslovakia national football team'?,"1. Zdeněk Nehoda [played for] Czechoslovakia national football team
2. Zdeněk Nehoda [is affiliated to] Czechoslovakia national football team","['played for', 'is affiliated to']",is affiliated to,"['True. Reason: Zdeněk Nehoda was a Czechoslovak footballer who played for the Czechoslovakia national football team during his career.', 'False. Reason: Zdeněk Nehoda is a former Czechoslovak footballer who played for the Czechoslovakia national football team, but he is not affiliated to the team in the sense of a formal or current connection.']","['true', 'false']","['played for', 'was born in', 'is connected to', 'is citizen of']"
Lorgio Álvarez,is affiliated to,Bolivia national football team,What is the relationship between 'Lorgio Álvarez' and 'Bolivia national football team'?,"1. Lorgio Álvarez [played for] Bolivia national football team; 
2. Lorgio Álvarez [was born in] Bolivia national football team; 
3. Lorgio Álvarez [is affiliated to] Bolivia national football team;","['played for', 'was born in', 'is affiliated to']",is affiliated to,"['False. Reason: Lorgio Álvarez is a Colombian footballer who has played for various clubs in Colombia and other countries, but he has not played for the Bolivia national football team.', 'False. Reason: The relationship is not logically sound as Lorgio Álvarez is a person while Bolivia national football team is a sports team. It is not possible for a person to be born in a sports team.', 'False. Reason: Lorgio Álvarez is not known to be affiliated with the Bolivia national football team. In general, players, coaches, and staff members are affiliated with a football team, but there is no publicly available information to suggest that Lorgio Álvarez is affiliated with the Bolivia national football team.']","['false', 'false', 'false']","['played for', 'coached', 'is from']"
Kevin Bartlett (English footballer),plays for,Notts County F.C.,What is the relationship between 'Kevin Bartlett (English footballer)' and 'Notts County F.C.'?,"1. Kevin Bartlett (English footballer) [played for] Notts County F.C.;
2. Kevin Bartlett (English footballer) [is connected to] Notts County F.C.;
3. Kevin Bartlett (English footballer) [acted in] Notts County F.C.","['played for', 'is connected to', 'acted in']",plays for,"[""True. Reason: Kevin Bartlett, the English footballer, did play for Notts County F.C. This relationship is verifiable through historical records of Bartlett's career as a footballer."", 'False. Reason: Kevin Bartlett is known as an Australian rules footballer, not an English footballer. Therefore, the relationship with Notts County F.C., an English football club, does not exist.', 'False. Reason: Kevin Bartlett is known for his career as an English footballer, and Notts County F.C. is a football club. Footballers play for football clubs rather than acting in them in the traditional sense.']","['true', 'false', 'false']","['played for', 'was born in', 'worked at']"
Jong Tae se,is affiliated to,North Korea national football team,What is the relationship between 'Jong Tae se' and 'North Korea national football team'?,"1. 'Jong Tae Se' [plays for] 'North Korea national football team'; 
2. 'Jong Tae Se' [is citizen of] 'North Korea'; 
3. 'Jong Tae Se' [was born in] 'North Korea'; 
4. 'Jong Tae Se' [is affiliated to] 'North Korea national football team'; 
5. 'Jong Tae Se' [is connected to] 'North Korea national football team'.","['plays for', 'is citizen of', 'was born in', 'is affiliated to', 'is connected to']",is affiliated to,"['False. Reason: Jong Tae-se, also known as ""The People\'s Rooney,"" played for the North Korea national football team until 2010. Since then, he has represented Japan internationally.', 'False. Reason: Jong Tae-se is a North Korean professional footballer who plays for North Korea\'s football national team, but he is not a citizen of the team itself. The relationship ""is citizen of"" should apply between an individual and a country, not a national team.', 'False. Reason: Jong Tae-se is a professional footballer who was born in Japan, not in North Korea. While he is of North Korean heritage and has played for the North Korea national football team, he was not born in North Korea.', 'False. Reason: Jong Tae-se, also known as ""The People\'s Rooney,"" is a prominent footballer of North Korean descent who has played for the North Korea national football team. However, stating that Jong Tae-se is affiliated to the North Korea national football team may be misleading without proper context. It would be more accurate to say that Jong Tae-se has played for the North Korea national football team.', 'True. Reason: Jong Tae-se, also known as ""The People\'s Rooney,"" was born in Japan to North Korean parents and has played for the North Korea national football team. Hence, he is connected to the North Korea national football team through his participation as a player.']","['false', 'false', 'false', 'false', 'true']","['is connected to', 'played for', 'is from', 'represented', 'is associated with', 'is a fan of']"
Mevlüt Erdinç,plays for,Paris Saint Germain F.C.,What is the relationship between 'Mevlüt Erdinç' and 'Paris Saint Germain F.C.'?,"1. Mevlüt Erdinç [played for] Paris Saint Germain F.C.;
2. Mevlüt Erdinç [was signed by] Paris Saint Germain F.C.;
3. Mevlüt Erdinç [transferred to] Paris Saint Germain F.C.","['played for', 'was signed by', 'transferred to']",plays for,"['False. Reason: Mevlüt Erdinç played for Paris Saint-Germain F.C. from 2013 to 2017, so the relationship ""Mevlüt Erdinç played for Paris Saint-Germain F.C."" is true.', 'False. Reason: Mevlüt Erdinç was signed by Paris Saint-Germain F.C. in the past, and this relationship actually existed.', 'True. Reason: Mevlüt Erdinç was indeed transferred to Paris Saint Germain F.C. This is a documented fact in the world of football transfers.']","['false', 'false', 'true']","['played for', 'was signed by']"
Răzvan Țârlea,is affiliated to,FC Politehnica Iași,What is the relationship between 'Răzvan Țârlea' and 'FC Politehnica Iași'?,"1. Răzvan Țârlea [plays for] FC Politehnica Iași; 
2. Răzvan Țârlea [is affiliated to] FC Politehnica Iași;","['plays for', 'is affiliated to']",is affiliated to,"['True. Reason: Răzvan Țârlea is a Romanian footballer who has played for FC Politehnica Iași, as per information available in the knowledge graph.', 'False. Reason: Răzvan Țârlea is a Romanian football player who has played for various clubs including FC Politehnica Iași, but the relationship ""is affiliated to"" implies a formal connection or membership, which is not directly supported by common knowledge.']","['true', 'false']","['plays for', 'plays for', 'is citizen of', 'is connected to', 'is politician of', 'works at']"
Seo Dong hyeon,plays for,South Korea national football team,What is the relationship between 'Seo Dong hyeon' and 'South Korea national football team'?,"1. Seo Dong Hyeon [plays for] South Korea national football team. 
2. Seo Dong Hyeon [is citizen of] South Korea.","['plays for', 'is citizen of']",plays for,"['False. Reason: Seo Dong-hyeon does not currently play for the South Korea national football team.', 'False. Reason: Seo Dong-hyeon is a South Korean footballer who plays for South Korea national football team, so he is a member of the team, not a citizen of the team.']","['false', 'false']","['is connected to', 'played for', 'has played in matches with']"
John Avalos,is affiliated to,Democratic Party (United States),What is the relationship between 'John Avalos' and 'Democratic Party (United States)'?,"1. John Avalos [is member of] Democratic Party (United States);
2. John Avalos [is politician of] Democratic Party (United States);
3. John Avalos [is affiliated to] Democratic Party (United States);","['is member of', 'is politician of', 'is affiliated to']",is affiliated to,"['True. Reason: John Avalos is a member of the Democratic Party, as he is a well-known politician associated with the party in the United States.', 'False. Reason: John Avalos is a politician who has been affiliated with the Democratic Party but cannot be said to be the sole politician of the entire Democratic Party (United States), which consists of numerous members.', 'True. Reason: John Avalos is a politician who has been affiliated with the Democratic Party, which is a common-sense fact based on his public political affiliations.']","['true', 'false', 'true']","['is affiliated to', 'is affiliated to', 'is associated with', 'is a member of']"
Neto (footballer),has gender,male,What is the relationship between 'Neto (footballer)' and 'male'?,"1. 'Neto (footballer)' [has gender] 'male'; 
2. 'Neto (footballer)' [is married to] 'female';
3. 'Neto (footballer)' [has child] 'son';
4. 'Neto (footballer)' [is citizen of] 'Brazil';
5. 'Neto (footballer)' [plays for] a football club.","['has gender', 'is married to', 'has child', 'is citizen of', 'plays for']",has gender,"['True. Reason: It is a common-sense fact that the gender of Neto (footballer) is male.', 'False. Reason: The relationship ""is married to"" typically denotes a relationship between two individuals, one of whom is male and the other is female. Therefore, it does not make sense to say that Neto, a male footballer, is married to another male.', 'False. Reason: The relationship ""Neto (footballer) has child male"" does not make sense as ""male"" is a gender and not a child of a person. A child can be male or female, but ""male"" by itself cannot be a child of someone.', 'False. Reason: The relationship between a person (Neto in this case) and being a citizen of a country (male in this case) does not make sense. Citizenship and gender are two distinct concepts and are not related in this context.', 'False. Reason: The relationship ""plays for male"" does not make sense in the context of a footballer. It is not common to determine the gender of a football player based on the team they play for.']","['true', 'false', 'false', 'false', 'false']","['has gender', 'has gender']"
Robinho,is affiliated to,Real Madrid C.F.,What is the relationship between 'Robinho' and 'Real Madrid C.F.'?,"1. Robinho [played for] Real Madrid C.F.;
2. Robinho [has won prize with] Real Madrid C.F.;
3. Robinho [was born in] Real Madrid C.F.;
4. Robinho [was transferred to] Real Madrid C.F.;
5. Robinho [is connected to] Real Madrid C.F.","['played for', 'has won prize with', 'was born in', 'was transferred to', 'is connected to']",is affiliated to,"['False. Reason: Robinho played for Real Madrid C.F. from 2005 to 2008.', 'False. Reason: Robinho has played for Real Madrid C.F., but there is no common knowledge or record of him winning a prize with the club.', 'False. Reason: Robinho was not born in Real Madrid C.F., which is a football club based in Madrid, Spain. Robinho is a Brazilian professional footballer who was born in São Vicente, São Paulo, Brazil.', 'True. Reason: Robinho was transferred to Real Madrid C.F. in 2005 from Santos, which is a well-known fact in the world of football transfers.', 'False. Reason: Robinho has played for Real Madrid C.F. in the past, so he is connected to Real Madrid C.F. through his career as a football player.']","['false', 'false', 'false', 'true', 'false']","['played for', 'was signed by', 'transferred to', 'was teammates with', 'was a former player of']"
Vítor Moreno,is affiliated to,C.F. Benfica,What is the relationship between 'Vítor Moreno' and 'C.F. Benfica'?,"1. Vítor Moreno [plays for] C.F. Benfica
2. Vítor Moreno [is married to] C.F. Benfica;","['plays for', 'is married to']",is affiliated to,"['False. Reason: Vítor Moreno is not a known player associated with C.F. Benfica, based on available information.', 'False. Reason: Vítor Moreno is a fictional character, and C.F. Benfica is a sports club. Therefore, it does not make sense for a person to be married to a sports club.']","['false', 'false']","['works at', 'is affiliated to']"
Ukrainian Soviet Socialist Republic,has official language,Ukrainian language,What is the relationship between 'Ukrainian Soviet Socialist Republic' and 'Ukrainian language'?,1. Ukrainian Soviet Socialist Republic [has official language] Ukrainian language; 2. Ukrainian Soviet Socialist Republic [is located in] Ukrainian language; 3. Ukrainian Soviet Socialist Republic [is affiliated to] Ukrainian language; 4. Ukrainian Soviet Socialist Republic [is citizen of] Ukrainian language; 5. Ukrainian Soviet Socialist Republic [is leader of] Ukrainian language,"['has official language', 'is located in', 'is affiliated to', 'is citizen of', 'is leader of']",has official language,"['True. Reason: The Ukrainian Soviet Socialist Republic had Ukrainian as its official language during its existence as a constituent republic of the Soviet Union.', 'False. Reason: The Ukrainian Soviet Socialist Republic was a political entity located in the former Soviet Union, while the Ukrainian language is a linguistic entity spoken by the people within the territory. The relationship of being located in each other does not apply in this context.', 'False. Reason: The Ukrainian Soviet Socialist Republic was a political entity, not a language. The Ukrainian language is associated with the Ukrainian culture and is spoken by people in various regions.', 'False. Reason: A region, such as the Ukrainian Soviet Socialist Republic, cannot be a citizen of a language. The relationship should be between a person or entity and their language, not between a region and a language.', 'False. Reason: The Ukrainian Soviet Socialist Republic was a political entity and cannot be the leader of a language.']","['true', 'false', 'false', 'false', 'false']","['has official language', 'has official language', 'is known for', 'is connected to']"
Valdas Adamkus,has won prize,Order of Leopold (Belgium),What is the relationship between 'Valdas Adamkus' and 'Order of Leopold (Belgium)'?,"1. Valdas Adamkus [has received] Order of Leopold (Belgium);
2. Valdas Adamkus [was awarded] Order of Leopold (Belgium);
3. Valdas Adamkus [is a recipient of] Order of Leopold (Belgium);","['has received', 'was awarded', 'is a recipient of']",has won prize,"['False. Reason: Valdas Adamkus, the former President of Lithuania, has not received the Order of Leopold (Belgium).', 'True. Reason: Valdas Adamkus, the former President of Lithuania, was awarded the Order of Leopold by Belgium in recognition of his contributions to international relations and diplomacy.', 'True. Reason: Valdas Adamkus is a recipient of Order of Leopold (Belgium) according to historical records and official sources.']","['false', 'true', 'true']","['has won prize', 'is affiliated to']"
Harlan Coben,has gender,male,What is the relationship between 'Harlan Coben' and 'male'?,1. Harlan Coben [has gender] male,['has gender'],has gender,"['True. Reason: Harlan Coben is a male author, so the relationship ""Harlan Coben has gender male"" is a common-sense fact.']",['true'],"['has gender', 'has gender', 'is married to', 'is citizen of']"
Bruno Pereirinha,is affiliated to,Vitória S.C.,What is the relationship between 'Bruno Pereirinha' and 'Vitória S.C.'?,"1. Bruno Pereirinha [plays for] Vitória S.C.;
2. Bruno Pereirinha [is affiliated to] Vitória S.C.;
3. Bruno Pereirinha [is connected to] Vitória S.C.","['plays for', 'is affiliated to', 'is connected to']",is affiliated to,"['True. Reason: Bruno Pereirinha is a professional footballer who has played for Vitória S.C. in the past, so the relationship ""Bruno Pereirinha plays for Vitória S.C."" is true.', 'False. Reason: Bruno Pereirinha is a former soccer player and not affiliated with Vitória S.C. in a professional capacity. The relationship described is not valid in this context.', 'False. Reason: The relationship ""is connected to"" does not provide specific information about the nature of the connection between Bruno Pereirinha and Vitória S.C. It could refer to various types of connections such as personal relationships, professional relationships, or any other form of connection. Without more context, it is not possible to determine the veracity of this relationship.']","['true', 'false', 'false']","['plays for', 'plays for', 'was born in', 'is married to']"
David Rosenbloom,edited,The Insider (film),What is the relationship between 'David Rosenbloom' and 'The Insider (film)'?,"1. David Rosenbloom [acted in] The Insider (film);
2. David Rosenbloom [worked at] The Insider (film);
3. David Rosenbloom [edited] The Insider (film);","['acted in', 'worked at', 'edited']",edited,"['True. Reason: David Rosenbloom is a filmmaker who has acted in various films, including The Insider.', 'False. Reason: David Rosenbloom is not known to have worked at The Insider (film). The Insider is a movie, and David Rosenbloom is not typically associated with the film industry in a work capacity.', 'False. Reason: The Insider is a film, not a publication or piece of written content, so it is unlikely that David Rosenbloom would have edited it in a traditional sense.']","['true', 'false', 'false']","['acted in', 'acted in', 'is known for', 'worked on']"
Álvaro Negredo,has gender,male,What is the relationship between 'Álvaro Negredo' and 'male'?,"1. Álvaro Negredo [has gender] male;  
2. Álvaro Negredo [is married to] female;  
3. Álvaro Negredo [has child] male;  
4. Álvaro Negredo [is citizen of] male;  
5. Álvaro Negredo [is leader of] male; ","['has gender', 'is married to', 'has child', 'is citizen of', 'is leader of']",has gender,"['True. Reason: Álvaro Negredo is a male Spanish professional footballer, so it is a common-sense fact that he has a male gender.', 'False. Reason: The relationship ""is married to"" typically involves a male being married to a female, not to another male.', 'False. Reason: Based on common sense, it is biologically impossible for a male to have a child.', 'False. Reason: The relationship ""is citizen of"" is typically used for a country, not for a gender. Álvaro Negredo is a male Spanish professional footballer, so the relationship given in the input does not make sense.', 'False. Reason: Álvaro Negredo is a male Spanish footballer and not a leader of males in a general sense.']","['true', 'false', 'false', 'false', 'false']","['has gender', 'has gender']"
Andrea Cocco,is affiliated to,U.C. AlbinoLeffe,What is the relationship between 'Andrea Cocco' and 'U.C. AlbinoLeffe'?,"1. Andrea Cocco [played for] U.C. AlbinoLeffe; 
2. Andrea Cocco [is affiliated to] U.C. AlbinoLeffe","['played for', 'is affiliated to']",is affiliated to,"['True. Reason: Andrea Cocco is a professional football player who has played for U.C. AlbinoLeffe according to public records and sources.', 'False. Reason: There is no known common-sense or factual relationship between Andrea Cocco and U.C. AlbinoLeffe.']","['true', 'false']","['plays for', 'is citizen of', 'worked at']"
Antoine Walker,has gender,male,What is the relationship between 'Antoine Walker' and 'male'?,"1. Antoine Walker [has gender] male; 
2. Antoine Walker [is married to] male; 
3. Antoine Walker [is citizen of] male; 
4. Antoine Walker [is connected to] male; 
5. Antoine Walker [is leader of] male;","['has gender', 'is married to', 'is citizen of', 'is connected to', 'is leader of']",has gender,"['True. Reason: Antoine Walker is commonly known as a male name, indicating that Antoine Walker is male.', 'False. Reason: The relationship ""is married to"" typically connects a person to another person, not to a gender. Therefore, the statement does not make sense in the context of a knowledge graph.', 'False. Reason: The relationship ""is citizen of"" does not make sense when connecting a person (Antoine Walker) and a gender (male). Citizenship is typically associated with countries or political entities, not genders.', 'False. Reason: Antoine Walker is a male basketball player, so the correct relationship should be ""Antoine Walker [is a] male"". The relationship ""is connected to"" does not accurately describe the connection between Antoine Walker and being male.', 'False. Reason: The relationship specified is incorrect based on common sense. Antoine Walker is a person, and being male or female is a characteristic of a person, not a leadership role.']","['true', 'false', 'false', 'false', 'false']","['has gender', 'has gender', 'is known for', 'lives in', 'is affiliated to', 'is interested in']"
Sackie Doe,is affiliated to,Liberia Petroleum Refining Company Oilers,What is the relationship between 'Sackie Doe' and 'Liberia Petroleum Refining Company Oilers'?,"1. Sackie Doe [plays for] Liberia Petroleum Refining Company Oilers; 
2. Sackie Doe [is connected to] Liberia Petroleum Refining Company Oilers; 
3. Sackie Doe [is affiliated to] Liberia Petroleum Refining Company Oilers.","['plays for', 'is connected to', 'is affiliated to']",is affiliated to,"['True. Reason: This relationship is likely true as Sackie Doe playing for Liberia Petroleum Refining Company Oilers implies a professional sports context, where athletes are associated with specific teams.', 'False. Reason: ""Sackie Doe"" is a person, while ""Liberia Petroleum Refining Company Oilers"" is a sports team. There is no direct or common-sense connection between an individual and a sports team in this context.', 'True. Reason: Sackie Doe being affiliated with the Liberia Petroleum Refining Company Oilers is a plausible relationship as it is likely that Sackie Doe has some form of affiliation or association with the company or its team.']","['true', 'false', 'true']","['plays for', 'is affiliated to', 'plays for', 'is affiliated to', 'is citizen of']"
Lyle Odelein,is affiliated to,Moose Jaw Warriors,What is the relationship between 'Lyle Odelein' and 'Moose Jaw Warriors'?,"1. Lyle Odelein [played for] Moose Jaw Warriors; 
2. Lyle Odelein [is affiliated to] Moose Jaw Warriors.","['played for', 'is affiliated to']",is affiliated to,"['False. Reason: Lyle Odelein did not play for the Moose Jaw Warriors. He was a professional ice hockey player in the NHL and other professional leagues, not in the Western Hockey League where the Moose Jaw Warriors compete.', 'True. Reason: Lyle Odelein is a former professional ice hockey player who played for the Moose Jaw Warriors, a team in the Western Hockey League. Therefore, he is affiliated with the Moose Jaw Warriors.']","['false', 'true']","['is affiliated to', 'played for', 'is affiliated to', 'is known for']"
Jon Ander López,plays for,Barakaldo CF,What is the relationship between 'Jon Ander López' and 'Barakaldo CF'?,"1. Jon Ander López [plays for] Barakaldo CF; 
2. Jon Ander López [was born in] Barakaldo CF; 
3. Jon Ander López [is affiliated to] Barakaldo CF.","['plays for', 'was born in', 'is affiliated to']",plays for,"['False. Reason: There is no public information or common knowledge to support the claim that Jon Ander López plays for Barakaldo CF.', 'False. Reason: Jon Ander López is a person, and Barakaldo CF is a football club. People are not born in football clubs; they are born in cities, towns, or countries.', 'False. Reason: Jon Ander López is a professional footballer who currently plays for Athletic Bilbao, not Barakaldo CF.']","['false', 'false', 'false']","['is player of', 'is from', 'was born in']"
