head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
military_post,hypernym,military_installation,What is the relationship between 'military_post' and 'military_installation'?,'military_post' [hypernym] 'military_installation',['hypernym'],hypernym,['This is True. Reason: A military post is a specific military installation where troops are stationed for duty or training.'],['not found'],['hypernym']
surge,derivationally related form,surge,What is the relationship between 'surge' and 'surge'?,'surge' [similar to] 'surge',['similar to'],derivationally related form,"['I cannot provide an answer to this question because it is not clear which context ""surge"" is referring to. If ""surge"" refers to a sudden powerful forward or upward movement, then the relationship between \'surge\' and \'surge\' would not be meaningful in a knowledge graph based on common sense.']",['not found'],['synset domain usage of']
hiccup,hypernym,breathe,What is the relationship between 'hiccup' and 'breathe'?,'hiccup' [verb group] 'breathe',['verb group'],hypernym,"['False. Reason: Hiccup is a sudden, involuntary contraction of the diaphragm muscle, which can interfere with normal breathing patterns but is not a direct relationship with the action of breathing itself.']",['false'],['verb group']
response,hypernym,consequence,What is the relationship between 'response' and 'consequence'?,'response' [hypernym] 'consequence',['hypernym'],hypernym,"[""False. Reason: The relationship between 'response' and 'consequence' is not a direct relationship in a knowledge graph based on common sense. A response is a reaction or reply to a stimulus, while a consequence is a result or effect of an action. While they can be related in some contexts, they are not synonymous or directly connected in a typical knowledge graph.""]",['false'],['hypernym']
prefabricate,synset domain topic of,construction,What is the relationship between 'prefabricate' and 'construction'?,'prefabricate' [has part] 'construction',['has part'],synset domain topic of,"['False. Reason: The relationship between ""prefabricate"" and ""construction"" is that prefabrication is a method of construction where components or modules are manufactured off-site and then assembled on-site.']",['false'],['hypernym']
prophesy,derivationally related form,prophet,What is the relationship between 'prophesy' and 'prophet'?,'prophesy' [verb group] 'prophet',['verb group'],derivationally related form,"['True. Reason: A prophet is a person who is believed to have been chosen by a deity to deliver a message or prophesy. Therefore, the relationship between ""prophesy"" and ""prophet"" exists as a prophet often delivers prophecies.']",['true'],['verb group']
scaphiopus,hypernym,amphibian_genus,What is the relationship between 'scaphiopus' and 'amphibian_genus'?,'scaphiopus' [instance hypernym] 'amphibian_genus',['instance hypernym'],hypernym,"[""False. Reason: 'Scaphiopus' is a genus of North American spadefoot toads, which means 'scaphiopus' is a type of 'amphibian_genus', not a relationship between the two entities.""]",['false'],['hypernym']
relapse,derivationally related form,recidivism,What is the relationship between 'relapse' and 'recidivism'?,'relapse' [synset domain usage of] 'recidivism',['synset domain usage of'],derivationally related form,"['False. Reason: Relapse and recidivism are both terms used in different contexts. Relapse typically refers to the recurrence of a medical condition or a return to a previous unhealthy behavior, such as drug or alcohol use. On the other hand, recidivism specifically refers to the tendency of a convicted criminal to reoffend. These terms are not directly related to each other in terms of their definitions or contexts.']",['false'],['similar to']
iranian,derivationally related form,persian,What is the relationship between 'iranian' and 'persian'?,'iranian' [also see] 'persian'  ,['also see'],derivationally related form,"['True. Reason: Iranian is a demonym used to refer to the people from Iran, and Persian is an ethnicity and one of the major groups within Iran. Many Iranians are of Persian descent, so the relationship between Iranian and Persian can be seen as a subset relationship where Persians are included within the broader category of Iranians.']",['true'],['also see']
cherry_laurel,hypernym,shrub,What is the relationship between 'cherry_laurel' and 'shrub'?,'cherry_laurel' [hypernym] 'shrub',['hypernym'],hypernym,"['False. Reason: Cherry laurel is a type of shrub, so the relationship should be ""is a type of"" instead of a generic relationship between two entities.']",['false'],['hypernym']
elimination,derivationally related form,rid,What is the relationship between 'elimination' and 'rid'?,'elimination' [synset domain topic of] 'rid',['synset domain topic of'],derivationally related form,"[""True. Reason: 'Elimination' is a process of completely getting rid of or removing something, so there is a relationship between 'elimination' and 'rid'.""]",['true'],['hypernym']
supervisory_program,hypernym,program,What is the relationship between 'supervisory_program' and 'program'?,'supervisory_program' [has part] 'program',['has part'],hypernym,"[""This can be true or false depending on the context. If we consider a general context, it is plausible to say that a 'supervisory_program' can be related to a 'program' due to a supervisory program being a specific type of program designed to provide supervision or oversight to another program. However, the exact relationship can vary depending on the domain or specific scenario. So, the relationship between 'supervisory_program' and 'program' can be true.""]",['not found'],['has part']
cartilage,hypernym,animal_tissue,What is the relationship between 'cartilage' and 'animal_tissue'?,'cartilage' [instance hyponym] 'animal_tissue',['instance hyponym'],hypernym,"[""False. Reason: Cartilage is a type of connective tissue found in animals, including humans. So 'cartilage' and 'animal_tissue' are not in a relationship as if 'cartilage' is an instance of 'animal_tissue'.""]",['false'],['instance hyponym']
ecology,hypernym,biology,What is the relationship between 'ecology' and 'biology'?,'ecology' [synset domain topic of] 'biology',['synset domain topic of'],hypernym,['True. Reason: Ecology is a branch of biology that specifically studies the interactions between organisms and their environment.'],['true'],['synset domain topic of']
hexane,hypernym,solvent,What is the relationship between 'hexane' and 'solvent'?,'hexane' [has part] 'solvent',['has part'],hypernym,['True. Reason: Hexane is a type of solvent commonly used in laboratories and industries for dissolving or diluting substances.'],['true'],['has part']
drifting,hypernym,wandering,What is the relationship between 'drifting' and 'wandering'?,'drifting' [synset domain usage of] 'wandering',['synset domain usage of'],hypernym,"[""True. Reason: 'Drifting' and 'wandering' are synonyms and can be used interchangeably to describe the action of moving aimlessly without a specific goal or direction.""]",['true'],['synonym']
identify,derivationally related form,identity,What is the relationship between 'identify' and 'identity'?,'identify' [verb group] 'identity',['verb group'],derivationally related form,"[""True. Reason: 'Identify' is the action of recognizing or determining who or what someone or something is, while 'identity' is the qualities, beliefs, personality, looks, and/or expressions that make a person or group. The relationship between 'identify' and 'identity' is that 'identify' is the action that helps to establish or determine one's 'identity'.""]",['true'],['derivationally related form']
ford,hypernym,body_of_water,What is the relationship between 'ford' and 'body_of_water'?,'ford' [part of] 'body_of_water',['part of'],hypernym,"['False. Reason: Ford is a type of shallow place in a river or stream where a person can cross on foot or by vehicle, whereas a body of water refers to a large significant accumulation of water, such as a lake or an ocean. There is no direct relationship between the two entities in a traditional knowledge graph.']",['false'],['part of']
refrigerator,hypernym,white_goods,What is the relationship between 'refrigerator' and 'white_goods'?,'refrigerator' [hypernym] 'white_goods',['hypernym'],hypernym,"['False. Reason: A refrigerator is a type of white goods, so the correct relationship between \'refrigerator\' and \'white_goods\' should be ""is_a"".']",['false'],['instance hyponym']
pamper,hypernym,treat,What is the relationship between 'pamper' and 'treat'?,'pamper' [hypernym] 'treat',['hypernym'],hypernym,['This relationship can be described as synonymous.'],['not found'],['synset domain topic of']
united_kingdom,member of domain region,snorter,What is the relationship between 'united_kingdom' and 'snorter'?,'united_kingdom' [member of domain topic] 'snorter',['member of domain topic'],member of domain region,"['False. Reason: There is no common sense relationship between the country ""United Kingdom"" and the term ""snorter"".']",['false'],['member of domain region']
technology_administration,hypernym,agency,What is the relationship between 'technology_administration' and 'agency'?,'technology_administration' [hyponym] 'agency',['hyponym'],hypernym,"[""False. Reason: 'technology_administration' and 'agency' do not have a direct or commonly known relationship in a typical knowledge graph based on common sense.""]",['false'],['has part']
maryland,instance hypernym,american_state,What is the relationship between 'maryland' and 'american_state'?,'maryland' [instance hypernym] 'american_state',['instance hypernym'],instance hypernym,"[""False. Reason: Maryland is a specific American state, so the relationship between 'maryland' and 'american_state' would not exist in a knowledge graph since Maryland is not a general category or type of American state.""]",['false'],['instance hyponym']
eyebrow,hypernym,hair,What is the relationship between 'eyebrow' and 'hair'?,'eyebrow' [part of] 'hair',['part of'],hypernym,"[""False. Reason: 'Eyebrow' and 'hair' are both types of human hair but they are not directly related in terms of a specific relationship in a knowledge graph.""]",['false'],['part of']
cowardly,also see,timid,What is the relationship between 'cowardly' and 'timid'?,'cowardly' [similar to] 'timid',['similar to'],also see,"[""True. Reason: 'Cowardly' and 'timid' are synonymous in meaning, both typically referring to someone who is lacking courage or easily frightened.""]",['true'],['similar to']
deal,verb group,deal,What is the relationship between 'deal' and 'deal'?,'deal' [synset domain topic of] 'deal',['synset domain topic of'],verb group,"[""This question seems ambiguous, as it does not specify the type of relationship between 'deal' and 'deal'. ""]",['not found'],['synonym']
straggle,hypernym,group,What is the relationship between 'straggle' and 'group'?,'straggle' [verb group] 'group',['verb group'],hypernym,"[""It is not common knowledge to determine the relationship between 'straggle' and 'group' as 'straggle' is not a commonly recognized word in the English language. Hence, I cannot provide a definitive answer based on common sense.""]",['not found'],['verb group']
indochina,has part,cambodia,What is the relationship between 'indochina' and 'cambodia'?,'indochina' [has part] 'cambodia',['has part'],has part,"[""It seems like the relationship between 'indochina' and 'cambodia' is that 'indochina' is a region that includes 'cambodia'. \n\nTrue. Reason: Indochina is a region in Southeast Asia that includes countries such as Cambodia, Vietnam, Laos, Myanmar, Thailand, and Malaysia. Cambodia is one of the countries within the geographical region of Indochina.""]",['not found'],['has part']
uncreative,also see,unoriginal,What is the relationship between 'uncreative' and 'unoriginal'?,'uncreative' [similar to] 'unoriginal',['similar to'],also see,"[""False. Reason: 'Uncreative' and 'unoriginal' are not directly related in a knowledge graph based on common sense. While both words may be used to describe something lacking in creativity or originality, there is no specific established relationship between the two entities in a structured knowledge graph.""]",['false'],['similar to']
suffice,hypernym,satisfy,What is the relationship between 'suffice' and 'satisfy'?,'suffice' [synonym] 'satisfy',['synonym'],hypernym,"['False. Reason: In most cases, ""suffice"" and ""satisfy"" are not considered synonymous. To ""suffice"" means to be enough or adequate, while to ""satisfy"" means to fulfill a desire, need, or requirement to the point of contentment. They do not share a direct relationship in the context of a knowledge graph.']",['false'],['synonym']
international_islamic_front_for_jihad_against_jews_and_crusaders,synset domain topic of,terrorism,What is the relationship between 'international_islamic_front_for_jihad_against_jews_and_crusaders' and 'terrorism'?,'international_islamic_front_for_jihad_against_jews_and_crusaders' [synset domain topic of] 'terrorism',['synset domain topic of'],synset domain topic of,"[""True. Reason: The entity 'international_islamic_front_for_jihad_against_jews_and_crusaders' is a known terrorist organization, which indicates a relationship between this entity and 'terrorism'.""]",['true'],['instance hyponym']
energy,hypernym,good_health,What is the relationship between 'energy' and 'good_health'?,'energy' [has part] 'good_health',['has part'],hypernym,"['False. Reason: While having sufficient energy can contribute to maintaining good health, ""energy"" and ""good health"" are not directly related in a specific relationship in a knowledge graph.']",['false'],['has part']
north_atlantic_treaty_organization,member meronym,netherlands,What is the relationship between 'north_atlantic_treaty_organization' and 'netherlands'?,'north_atlantic_treaty_organization' [member of domain region] 'netherlands',['member of domain region'],member meronym,"['This triple refers to the relationship between the North Atlantic Treaty Organization (NATO) and the Netherlands. \n\nTrue. Reason: The Netherlands is a member of NATO, which is a political and military alliance of several countries aimed at promoting cooperation and mutual defense.']",['not found'],['member of domain region']
patent_and_trademark_office_database,hypernym,agency,What is the relationship between 'patent_and_trademark_office_database' and 'agency'?,'patent_and_trademark_office_database' [member of domain topic] 'agency',['member of domain topic'],hypernym,"['False. Reason: The United States Patent and Trademark Office database is a database maintained by the United States government to store information related to patents and trademarks. The relationship between the USPTO database and an ""agency"" is not direct or specific enough to establish a clear relationship based on common sense.']",['false'],['instance hyponym']
imprison,hypernym,confine,What is the relationship between 'imprison' and 'confine'?,'imprison' [synonym] 'confine',['synonym'],hypernym,"['True. Reason: Both ""imprison"" and ""confine"" are synonyms that represent the action of restricting someone\'s freedom by placing them in a limited space. Therefore, they have a relationship in the sense that they convey a similar concept.']",['true'],['hypernym']
acanthurus,hypernym,fish_genus,What is the relationship between 'acanthurus' and 'fish_genus'?,'acanthurus' [hyponym] 'fish_genus',['hyponym'],hypernym,"['False. Reason: Acanthurus is a genus of fish in the family Acanthuridae. Therefore, acanthurus is a specific type of fish genus rather than being a relationship to a general category of fish genus.']",['false'],['hypernym']
recourse,hypernym,aid,What is the relationship between 'recourse' and 'aid'?,'recourse' [has part] 'aid',['has part'],hypernym,"['I need more context or information to determine the relationship between ""recourse"" and ""aid"" as the relationship is not immediately clear based on common sense. Can you provide more details or a specific context in which these entities are related?']",['not found'],['has part']
indian_mutiny,instance hypernym,rebellion,What is the relationship between 'indian_mutiny' and 'rebellion'?,'indian_mutiny' [hyponym] 'rebellion',['hyponym'],instance hypernym,['True. Reason: The Indian Mutiny is also known as the Indian Rebellion of 1857. Both terms refer to the same historical event when Indian soldiers rebelled against British rule in India.'],['true'],['hyponym']
devastation,derivationally related form,lay_waste_to,What is the relationship between 'devastation' and 'lay_waste_to'?,'devastation' [verb group] 'lay_waste_to',['verb group'],derivationally related form,"[""True. Reason: 'Devastation' is often caused by 'laying waste to' an area, which means causing severe destruction or damage.""]",['true'],['derivationally related form']
butt,derivationally related form,stooge,What is the relationship between 'butt' and 'stooge'?,'butt' [hypernym] 'stooge',['hypernym'],derivationally related form,"[""This question seems to be asking about a humorous or slang term, as 'butt' and 'stooge' are not typically associated with a specific relationship in a knowledge graph based on common sense. Therefore, it is not possible to determine a relationship between 'butt' and 'stooge' in this context. \nTrue. Reason: 'Butt' and 'stooge' are not typically associated with a specific relationship in a knowledge graph based on common sense.""]",['not found'],['instance hyponym']
fugacity,synset domain topic of,plant,What is the relationship between 'fugacity' and 'plant'?,'fugacity' [similar to] 'plant',['similar to'],synset domain topic of,['False. Reason: Fugacity is a thermodynamic concept related to the tendency of a substance to escape or vaporize from a system. Plants are living organisms that undergo processes like photosynthesis and respiration. There is no direct relationship between fugacity and plants in a knowledge graph based on common sense.'],['false'],['has part']
fall_back,hypernym,use,What is the relationship between 'fall_back' and 'use'?,'fall_back' [verb group] 'use',['verb group'],hypernym,['False. Reason: It is unlikely for there to be a direct relationship between the concept of falling back and using something in a standard knowledge graph.'],['false'],['verb group']
look,derivationally related form,expression,What is the relationship between 'look' and 'expression'?,'look' [hypernym] 'expression',['hypernym'],derivationally related form,"[""I am not able to provide the exact relationship based on just the entities 'look' and 'expression'. Depending on the context, 'look' could be related to 'expression' in multiple ways such as conveying emotion, displaying a certain facial expression, or interpreting someone else's expression. Can you provide more context or details so I can give a more accurate answer?""]",['not found'],['hypernym']
see,verb group,understand,What is the relationship between 'see' and 'understand'?,'see' [also see] 'understand',['also see'],verb group,"['To confirm whether there is a relationship between \'see\' and \'understand\', we need to consider their meanings. In general, \'see\' refers to perceiving something with the eyes or other senses, while \'understand\' refers to comprehending or grasping the meaning of something.\n\nTrue. Reason: In the context of knowledge graphs or common sense, it is commonly understood that one must first ""see"" or perceive something before they can ""understand"" it. Understanding often requires a level of perception or awareness that comes from being able to see or sense the information being processed.']",['not found'],['synonym']
cruciferae,member meronym,crambe,What is the relationship between 'cruciferae' and 'crambe'?,'cruciferae' [instance hyponym] 'crambe',['instance hyponym'],member meronym,"[""False. Reason: 'Cruciferae' and 'crambe' are both plant taxa. Cruciferae is a family of flowering plants commonly known as the mustard family, while crambe is a genus of plants in the Brassicaceae family, which is also known as the crucifer or mustard family. So, the relationship between 'cruciferae' and 'crambe' would be that they both belong to the same family, the Brassicaceae family, but they are not directly related to each other in terms of a specific biological relationship like parent-child or predator-prey.""]",['false'],['member meronym']
wangle,derivationally related form,wangle,What is the relationship between 'wangle' and 'wangle'?,'wangle' [synset domain topic of] 'wangle',['synset domain topic of'],derivationally related form,"[""This question is about self-relationship, which could be interpreted in multiple ways depending on the context or definition of the relationship. In a general sense, a self-relationship could indicate a reflexive relationship, meaning an entity relating to itself in a certain way. However, without more specific context, it is not possible to determine the exact nature of the relationship between 'wangle' and 'wangle'.""]",['not found'],['similar to']
antiviral,hypernym,medicine,What is the relationship between 'antiviral' and 'medicine'?,'antiviral' [hypernym] 'medicine',['hypernym'],hypernym,['True. Reason: Antiviral is a type of medicine that is used to treat viral infections.'],['true'],['hypernym']
stylize,derivationally related form,style,What is the relationship between 'stylize' and 'style'?,'stylize' [derivationally related form] 'style',['derivationally related form'],derivationally related form,"[""False. Reason: 'Stylize' is a verb that means to make something conform to a particular style, while 'style' is a noun that refers to a particular manner or technique by which something is done or created. They are not directly related in a typical knowledge graph or semantic relationship.""]",['false'],['derivationally related form']
lithography,derivationally related form,lithographer,What is the relationship between 'lithography' and 'lithographer'?,'lithography' [has part] 'lithographer',['has part'],derivationally related form,"['True. Reason: Lithography is a printing process that involves creating a metal plate with a design to be printed, while a lithographer is a person who specializes in creating such plates. Therefore, a lithographer is directly involved in the process of lithography, making them related entities.']",['true'],['has a']
lock,has part,bolt,What is the relationship between 'lock' and 'bolt'?,'lock' [has part] 'bolt',['has part'],has part,"['False. Reason: In a general sense, a lock is designed to secure or fasten a door, container, or object by using a mechanism that requires a key or combination to release it. A bolt, on the other hand, is a type of fastener that typically consists of a threaded pin or rod that is inserted into a corresponding nut and is often used to secure objects together. While locks and bolts may both be used for securing objects, they serve different purposes and are not directly related to each other in a knowledge graph.']",['false'],['has part']
categorization,derivationally related form,categorize,What is the relationship between 'categorization' and 'categorize'?,'categorization' [instance hyponym] 'categorize',['instance hyponym'],derivationally related form,"[""True. Reason: The relationship between 'categorization' and 'categorize' is that 'categorize' is the action of putting something into a category or organizing things based on certain criteria, which is a process of categorization. Therefore, 'categorize' is a verb related to the noun 'categorization'.""]",['true'],['derivationally related form']
postural,derivationally related form,carriage,What is the relationship between 'postural' and 'carriage'?,'postural' [similar to] 'carriage',['similar to'],derivationally related form,"['False. Reason: Postural and carriage are related in the context of body posture and alignment. Postural refers to the position and alignment of the body, while carriage typically refers to the manner in which a person holds and carries themselves, including posture. Therefore, it is likely that there is a relationship between these two entities in a knowledge graph, such as ""postural is related to carriage"".']",['false'],['derivationally related form']
shrivel,hypernym,decrease,What is the relationship between 'shrivel' and 'decrease'?,'shrivel' [hypernym] 'decrease',['hypernym'],hypernym,"[""False. Reason: 'Shrivel' and 'decrease' do not have a direct relationship in a knowledge graph based on common sense. 'Shrivel' typically refers to the process of contracting and wrinkling, usually due to loss of moisture, while 'decrease' generally means to become smaller or less in quantity. Though both terms may involve a reduction or diminishment in some aspect, they are not inherently connected in a semantic relationship.""]",['false'],['hypernym']
astragalus,hypernym,rosid_dicot_genus,What is the relationship between 'astragalus' and 'rosid_dicot_genus'?,'astragalus' [hypernym] 'rosid_dicot_genus',['hypernym'],hypernym,['I cannot provide an accurate response without additional context or a specific knowledge graph that includes information about these entities.'],['not found'],['hypernym']
hydrosphere,has part,main,What is the relationship between 'hydrosphere' and 'main'?,'hydrosphere' [has part] 'main',['has part'],has part,"[""This question is unclear as 'main' can refer to various things such as 'mainland', 'main course', 'Main Street', etc. Therefore, without further context, it is difficult to determine the specific relationship between 'hydrosphere' and 'main'.""]",['not found'],['has part']
gamma_globulin,hypernym,globulin,What is the relationship between 'gamma_globulin' and 'globulin'?,'gamma_globulin' [hyponym] 'globulin',['hyponym'],hypernym,"[""False. Reason: 'Gamma_globulin' is a specific type of 'globulin', so it would be more accurate to say that 'gamma_globulin' is a subtype of 'globulin' rather than a relationship between two separate entities.""]",['false'],['hyponym']
plantae,member meronym,bryophyta,What is the relationship between 'plantae' and 'bryophyta'?,'plantae' [member meronym] 'bryophyta',['member meronym'],member meronym,"['True. Reason: Bryophyta is a division within the plantae kingdom, specifically referring to non-vascular plants such as mosses, liverworts, and hornworts.']",['true'],['hypernym']
mail,derivationally related form,post,What is the relationship between 'mail' and 'post'?,'mail' [synset domain usage of] 'post',['synset domain usage of'],derivationally related form,"['False. Reason: In this context, ""mail"" and ""post"" are synonyms referring to the same concept of sending letters or packages through postal services. They do not have a distinct relationship other than being alternative terms for the same concept.']",['false'],['synonym']
change_of_location,derivationally related form,travel,What is the relationship between 'change_of_location' and 'travel'?,'change_of_location' [hypernym] 'travel',['hypernym'],derivationally related form,"[""False. Reason: While 'travel' involves a change of location, 'change_of_location' does not necessarily imply travel. Change of location can occur for various reasons such as relocation, displacement, or movement without the intention of traveling.""]",['false'],['hypernym']
contrast,derivationally related form,contrast,What is the relationship between 'contrast' and 'contrast'?,'contrast' [similar to] 'contrast',['similar to'],derivationally related form,"[""I believe you made a mistake in the question formulation as the relationship between 'contrast' and 'contrast' is not clearly defined. Please provide a valid relationship between two different entities for me to verify.""]",['not found'],['similar to']
incredible,derivationally related form,incredibility,What is the relationship between 'incredible' and 'incredibility'?,'incredible' [derivationally related form] 'incredibility',['derivationally related form'],derivationally related form,"[""False. Reason: 'Incredible' and 'incredibility' do not have a direct relationship, as 'incredibility' is a noun form derived from 'incredible' but they are not inherently connected in terms of semantic meaning or a specific relationship within a knowledge graph.""]",['false'],['derivationally related form']
monotropa,member meronym,pinesap,What is the relationship between 'monotropa' and 'pinesap'?,'monotropa' [hyponym] 'pinesap',['hyponym'],member meronym,"[""I'm not certain about this relationship. Allow me to verify the information for you.""]",['not found'],['synset domain topic of']
charm,derivationally related form,spell,What is the relationship between 'charm' and 'spell'?,'charm' [synonym] 'spell',['synonym'],derivationally related form,"[""It is True. Reason: A common relationship between 'charm' and 'spell' in a knowledge graph or in common sense is that charms can be considered a type of spell. Charms are often used as magical spells or enchantments to bring good luck, protect against harm, or influence others positively.""]",['not found'],['synset domain usage of']
garnish,hypernym,decoration,What is the relationship between 'garnish' and 'decoration'?,'garnish' [hypernym] 'decoration',['hypernym'],hypernym,"['False. Reason: Garnish and decoration are similar concepts related to enhancing the visual appeal of a dish, but they are not directly related in a specific formal relationship within a knowledge graph.']",['false'],['synset domain topic of']
receding,hypernym,withdrawal,What is the relationship between 'receding' and 'withdrawal'?,'receding' [derivationally related form] 'withdrawal',['derivationally related form'],hypernym,"[""False. Reason: The relationship between 'receding' and 'withdrawal' does not exist based on common sense. 'Receding' typically refers to something moving back or retreating, such as receding hairline or receding tide, while 'withdrawal' refers to the act of pulling back or removing something, often associated with the removal of troops or money. The two terms are related to movement and action, but they do not have a direct relationship with each other.""]",['false'],['derivationally related form']
job,derivationally related form,job,What is the relationship between 'job' and 'job'?,'job' [synonym] 'job',['synonym'],derivationally related form,"[""This question lacks specificity as 'job' can have various relationships depending on the context. Please provide a more detailed query.""]",['not found'],['synset domain topic of']
close,derivationally related form,closure,What is the relationship between 'close' and 'closure'?,'close' [derivationally related form] 'closure',['derivationally related form'],derivationally related form,"[""False. Reason: The relationship between 'close' and 'closure' is not direct or straightforward. 'Close' typically refers to the act of shutting or sealing something off, while 'closure' generally refers to the state of being closed or the resolution of a situation. While there is a somewhat related concept of bringing something to an end or completion in both words, they do not have a direct relationship in terms of meaning or usage.""]",['false'],['derivationally related form']
limitation,synset domain topic of,law,What is the relationship between 'limitation' and 'law'?,'limitation' [hypernym] 'law',['hypernym'],synset domain topic of,"[""False. Reason: The relationship between 'limitation' and 'law' is not direct or straightforward. 'Limitation' refers to a restriction or constraint, whereas 'law' typically refers to a system of rules or regulations created and enforced by governmental authority. While laws can impose limitations on certain actions or behaviors, the concept of limitation is broader and can apply in various contexts beyond just legal restrictions.""]",['false'],['instance hyponym']
finagler,derivationally related form,wangle,What is the relationship between 'finagler' and 'wangle'?,'finagler' [synonym] 'wangle',['synonym'],derivationally related form,"[""I'm sorry, I do not have access to external data sources such as knowledge graphs. Would you like me to make an assumption based on common sense?""]",['not found'],['derivationally related form']
surface_lift,hypernym,ski_tow,What is the relationship between 'surface_lift' and 'ski_tow'?,'surface_lift' [hypernym] 'ski_tow',['hypernym'],hypernym,"[""True. Reason: The relationship between 'surface_lift' and 'ski_tow' is that they are both types of ski lifts used in ski resorts. A surface lift is a type of ski lift that transports skiers uphill while remaining on the ground, while a ski tow is a type of surface lift specifically designed to pull skiers uphill using a rope or cable. Both 'surface_lift' and 'ski_tow' serve the same purpose of transporting skiers uphill on the slopes.""]",['true'],['hyponym']
uranyl,hypernym,group,What is the relationship between 'uranyl' and 'group'?,'uranyl' [has part] 'group',['has part'],hypernym,"['I\'m afraid the question is a bit ambiguous as ""uranyl"" and ""group"" could have multiple interpretations or meanings. However, if we consider ""uranyl"" as a chemical compound and ""group"" as a generic term, then a possible relationship between them could be that ""uranyl"" belongs to a particular chemical group. \n\nTrue. Reason: In chemistry, uranyl refers to the cation UO2^2+, which is commonly found in uranium compounds. Therefore, we can say that uranyl belongs to the group of uranium-containing compounds.']",['not found'],['has part']
cryptobranchidae,member meronym,cryptobranchus,What is the relationship between 'cryptobranchidae' and 'cryptobranchus'?,'cryptobranchidae' [hypernym] 'cryptobranchus',['hypernym'],member meronym,"[""I am not certain about the specific relationship between 'cryptobranchidae' and 'cryptobranchus'.""]",['not found'],['member of domain usage']
tone,derivationally related form,intonation,What is the relationship between 'tone' and 'intonation'?,'tone' [hypernym] 'intonation',['hypernym'],derivationally related form,"[""True. Reason: 'Tone' and 'intonation' are closely related in linguistics. 'Tone' refers to the pitch at which a syllable is pronounced, while 'intonation' refers to the overall pitch pattern of an utterance. Therefore, it is common for knowledge graphs to contain a relationship between 'tone' and 'intonation'.""]",['true'],['hypernym']
erysimum,hypernym,dilleniid_dicot_genus,What is the relationship between 'erysimum' and 'dilleniid_dicot_genus'?,'erysimum' [hypernym] 'dilleniid_dicot_genus',['hypernym'],hypernym,"[""This is a question that relates to knowledge from biology. Let me verify the relationship between 'erysimum' and 'dilleniid_dicot_genus' in my knowledge graph. Please hold on for a moment.""]",['not found'],['hypernym']
register,derivationally related form,file,What is the relationship between 'register' and 'file'?,'register' [synset domain topic of] 'file',['synset domain topic of'],derivationally related form,"[""Since one can register a file, the relationship between 'register' and 'file' can be considered as true.""]",['not found'],['also see']
chordate_family,hypernym,family,What is the relationship between 'chordate_family' and 'family'?,'chordate_family' [hypernym] 'family',['hypernym'],hypernym,"[""False. Reason: There is no direct relationship between 'chordate_family' and 'family' in a knowledge graph. 'Chordate_family' typically refers to a taxonomic grouping within the phylum Chordata, while 'family' is a more general term that could refer to a family unit in the context of relationships or genealogy.""]",['false'],['hypernym']
active,derivationally related form,action,What is the relationship between 'active' and 'action'?,'active' [derivationally related form] 'action',['derivationally related form'],derivationally related form,"[""False. Reason: 'active' and 'action' are related concepts but they do not have a direct relationship in a knowledge graph. 'Active' typically refers to a state of being engaged in activity or movement, while 'action' refers to the process of doing something or the result of that process.""]",['false'],['derivationally related form']
prussia,instance hypernym,geographical_area,What is the relationship between 'prussia' and 'geographical_area'?,'prussia' [instance hyponym] 'geographical_area',['instance hyponym'],instance hypernym,"['False. Reason: Prussia is a historical region and former state in Central Europe, not a geographical area. While Prussia does have a geographical location within Europe, its relationship with the concept of a geographical area is not direct.']",['false'],['instance hypernym']
charge,derivationally related form,charge,What is the relationship between 'charge' and 'charge'?,'charge' [synset domain usage of] 'charge',['synset domain usage of'],derivationally related form,"[""It seems like you are referring to the same entity 'charge' being mentioned twice in the query. In this case, the relationship between the same entity is not applicable as they are the same entity. \n\nTrue. Reason: The relationship between an entity and the same entity is redundant and does not exist in a knowledge graph.""]",['not found'],['synset domain usage']
aphrodisiac,derivationally related form,sex,What is the relationship between 'aphrodisiac' and 'sex'?,'aphrodisiac' [similar to] 'sex',['similar to'],derivationally related form,"['False. Reason: Aphrodisiac is a substance that is believed to increase sexual desire or enhance sexual performance, but it is not directly related to sex itself.']",['false'],['instance hyponym']
cowpens,instance hypernym,pitched_battle,What is the relationship between 'cowpens' and 'pitched_battle'?,'cowpens' [instance hyponym] 'pitched_battle',['instance hyponym'],instance hypernym,"[""True. Reason: A cowpen is an enclosure for cattle, typically found on a farm. A pitched battle is a military engagement fought at a determined time and place. It is common sense that cows would not be directly involved in a pitched battle, therefore there is no direct relationship between 'cowpens' and 'pitched_battle' in a knowledge graph.""]",['true'],['instance hyponym']
scatter,derivationally related form,spread,What is the relationship between 'scatter' and 'spread'?,'scatter' [verb group] 'spread',['verb group'],derivationally related form,"['True. Reason: In common sense, ""scatter"" and ""spread"" are synonyms and share a relationship of similarity in meaning. When something is scattered, it is spread out in various directions, hence indicating a relationship of similarity or equivalence between the two entities.']",['true'],['verb group']
